query	no	title	link	description	total_text
전주 여행	424	친구랑  전주여행 	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=452584751&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=28&search_sort=0&spq=0	친구랑 첫  전주여행 을 가보려고 합니다 가볼만한곳,호텔,맛집 추천해주세요 호텔은 시설이 괜찮고 깨끗했으면 좋겠어요 한옥이어도 괜찮아요! 침대가 있는곳이면 더 좋겠어요 맛집은 (양식,중식,일식) 상관없습니다 비용도 1인당... 	친구랑  전주여행  친구랑 첫  전주여행 을 가보려고 합니다 가볼만한곳,호텔,맛집 추천해주세요 호텔은 시설이 괜찮고 깨끗했으면 좋겠어요 한옥이어도 괜찮아요! 침대가 있는곳이면 더 좋겠어요 맛집은 (양식,중식,일식) 상관없습니다 비용도 1인당... 
전주 여행	425	 전주 여행  전연령 렌트카 추천	https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8110203&docId=477031265&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=29&search_sort=0&spq=0	이번에  전주 여행  2박3일로 가는 저는 21살 만으로 만 19세입니다. 전주 전연령 자동차 추천좀 부탁드리겠습니다. 그리고 가격도 2일 렌트하면 총 어느정도 나올까요? 전주에서 21세 이상 렌트 가능한 자동차를 찾아보세요. 가격은... 	 전주 여행  전연령 렌트카 추천 이번에  전주 여행  2박3일로 가는 저는 21살 만으로 만 19세입니다. 전주 전연령 자동차 추천좀 부탁드리겠습니다. 그리고 가격도 2일 렌트하면 총 어느정도 나올까요? 전주에서 21세 이상 렌트 가능한 자동차를 찾아보세요. 가격은... 
전주 여행	426	 전주여행  코스 추천	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=261431923&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=30&search_sort=0&spq=0	안녕하세요 여자친구랑  전주여행 을 갈예정인데 숙소를 전주 더클래식호텔로 잡고 1박2일 일정으로 여행을 가게되었습니다. 근데 금요일 오후 5시쯤 전주에 도착예정이고 자가차가 없어 이동수단을 대중교통과 택시로 할예정입니다.... 	 전주여행  코스 추천 안녕하세요 여자친구랑  전주여행 을 갈예정인데 숙소를 전주 더클래식호텔로 잡고 1박2일 일정으로 여행을 가게되었습니다. 근데 금요일 오후 5시쯤 전주에 도착예정이고 자가차가 없어 이동수단을 대중교통과 택시로 할예정입니다.... 
전주 여행	427	 전주 여행 코스 추천이요~!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=442151278&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=31&search_sort=0&spq=0	영화제 기간 일정으로 2박3일  전주여행  좀 가볼까 해서요. 여행코스 추천 좀 해주세요 어차피 주목적은 전주국제영화제니까 많은 곳을 둘러보지는 못할거에요 그냥 전주하면 꼭 가볼만한 곳 알짜배기만 추천해주세욜~~!! 전주 영화의... 	 전주 여행 코스 추천이요~! 영화제 기간 일정으로 2박3일  전주여행  좀 가볼까 해서요. 여행코스 추천 좀 해주세요 어차피 주목적은 전주국제영화제니까 많은 곳을 둘러보지는 못할거에요 그냥 전주하면 꼭 가볼만한 곳 알짜배기만 추천해주세욜~~!! 전주 영화의... 
전주 여행	428	[추천해주세요]  전주  당일치기  여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=441175638&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=32&search_sort=0&spq=0	[추천해주세요] 전주 당일치기 여행  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다.... 	[추천해주세요]  전주  당일치기  여행  [추천해주세요] 전주 당일치기 여행  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다.... 
전주 여행	429	광주에서  전주  2박3일  여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=441966752&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=33&search_sort=0&spq=0	... 감사하겠습니다  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 버스터미널에서 내리셔서... 	광주에서  전주  2박3일  여행  ... 감사하겠습니다  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 버스터미널에서 내리셔서... 
전주 여행	430	 전주 여행 	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=454611584&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=34&search_sort=0&spq=0	... 각각 거리가 가까운지 알고싶어요 추석에 여행예정입니다 그외 갈만한곳 추천해주세요  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행... 	 전주 여행  ... 각각 거리가 가까운지 알고싶어요 추석에 여행예정입니다 그외 갈만한곳 추천해주세요  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행... 
전주 여행	431	1박2일  전주  혼자  여행  코스	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=432699551&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=35&search_sort=0&spq=0	... 질문하신  전주 여행 정보 정리해봤습니다. 참고해주세요. ㅎ 전주에서 가볼만한 곳 덕진공원(추천) 덕진공원이 전주터미널에서 가장 가까운 곳이에요. 산책하기에 좋은 호수공원이에요. 덕진공원을 생략하고 곧바로 남부시장과... 	1박2일  전주  혼자  여행  코스 ... 질문하신  전주 여행 정보 정리해봤습니다. 참고해주세요. ㅎ 전주에서 가볼만한 곳 덕진공원(추천) 덕진공원이 전주터미널에서 가장 가까운 곳이에요. 산책하기에 좋은 호수공원이에요. 덕진공원을 생략하고 곧바로 남부시장과... 
전주 여행	432	1박2일  전주여행 ~.~	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=407203201&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=36&search_sort=0&spq=0	... 질문하신 [ 전주 여행 일정] 관련 답변 드리도록 하겠습니다. 여행가실 때 계획짜기 너무 귀찮죠ㅠㅠ 제가 전주에서 즐길 수 있는 1박 2일 여행을 준비해 보았어요. 아래 일정을 참고해 보시고, 즐거운 여행되시길 바라요~ 1일차... 	1박2일  전주여행 ~.~ ... 질문하신 [ 전주 여행 일정] 관련 답변 드리도록 하겠습니다. 여행가실 때 계획짜기 너무 귀찮죠ㅠㅠ 제가 전주에서 즐길 수 있는 1박 2일 여행을 준비해 보았어요. 아래 일정을 참고해 보시고, 즐거운 여행되시길 바라요~ 1일차... 
전주 여행	433	 전주  한옥마을  여행 준비중입니다	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=475632922&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=37&search_sort=0&spq=0	... 대여는 천차만별입니다 기본 금액은 10000원 부터시작합니다~ 시간과 한복에따라서 가격이다릅니다  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행... 	 전주  한옥마을  여행 준비중입니다 ... 대여는 천차만별입니다 기본 금액은 10000원 부터시작합니다~ 시간과 한복에따라서 가격이다릅니다  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행... 
전주 여행	434	 전주여행 팀조뮤ㅠ	https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60203&docId=465427767&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=38&search_sort=0&spq=0	 전주여행 1박2일가는데가기좋은곳이랑맛집좀알려주세요! 안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 김선용 변호사입니다. 알아보는것이 어려우시다면 인스타그램에 전주라고 검색 하셔서... 	 전주여행 팀조뮤ㅠ  전주여행 1박2일가는데가기좋은곳이랑맛집좀알려주세요! 안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 김선용 변호사입니다. 알아보는것이 어려우시다면 인스타그램에 전주라고 검색 하셔서... 
전주 여행	435	 전주  한옥마을 당일치기  여행  질문	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=439825862&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=39&search_sort=0&spq=0	... 전주여수제주도맛집 여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 1. 7000~8000원 2. 흐노니, 마시랑게, 전망 ,달곰 3.... 	 전주  한옥마을 당일치기  여행  질문 ... 전주여수제주도맛집 여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 1. 7000~8000원 2. 흐노니, 마시랑게, 전망 ,달곰 3.... 
전주 여행	436	강아지와함께  전주여행  가능한곳ㅜ	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=454069765&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=40&search_sort=0&spq=0	 전주여행 갈껀데요ㅜ 강아지 같이 동반할꺼라서요ㅜ 혹시 강아지같이 갈수있는곳좀 알려주세요 맛집이랑 관광징ᆢㄷ 반려동물 1등 여행앱 반려생활입니다 : ) 하늘이 맑은 가을에  전주 여행 을 떠나시는군요! 강아지랑 함께 더 좋은 추억... 	강아지와함께  전주여행  가능한곳ㅜ  전주여행 갈껀데요ㅜ 강아지 같이 동반할꺼라서요ㅜ 혹시 강아지같이 갈수있는곳좀 알려주세요 맛집이랑 관광징ᆢㄷ 반려동물 1등 여행앱 반려생활입니다 : ) 하늘이 맑은 가을에  전주 여행 을 떠나시는군요! 강아지랑 함께 더 좋은 추억... 
전주 여행	437	 전주 로 혼자  여행 갈 생각인데	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=9011404&docId=478846393&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=41&search_sort=0&spq=0	... 수 있으며, 조식으로는 우유와 켈로그가 준비되어 있어요. 다만, 전주 한옥마을과 도보로 멀다는 점이 단점이에요. 이외에도 다양한 게스트하우스가 있으니, 취향에 맞게 선택하시어 편안하고 즐거운  전주 여행 이 되시길 바라요.	 전주 로 혼자  여행 갈 생각인데 ... 수 있으며, 조식으로는 우유와 켈로그가 준비되어 있어요. 다만, 전주 한옥마을과 도보로 멀다는 점이 단점이에요. 이외에도 다양한 게스트하우스가 있으니, 취향에 맞게 선택하시어 편안하고 즐거운  전주 여행 이 되시길 바라요.
전주 여행	438	 전주여행  추천 부탁 드립니다	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=438620129&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=42&search_sort=0&spq=0	2월 12~13일에  전주 여행  할려구 합니다 1박2일 가볼만한곳이랑 맛집 추천 부탁드립니다 감사합니다 전주맛집 여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여행 인플루언서 전주달봉이입니다.  전주여행 ... 	 전주여행  추천 부탁 드립니다 2월 12~13일에  전주 여행  할려구 합니다 1박2일 가볼만한곳이랑 맛집 추천 부탁드립니다 감사합니다 전주맛집 여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여행 인플루언서 전주달봉이입니다.  전주여행 ... 
전주 여행	439	여자2명이서2박3일로  전주여행 질문	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=901&docId=228331353&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=43&search_sort=0&spq=0	... 2박 3일로  전주 를  여행 하신다면 다음과 같은 일정을 추천해드립니다. Day 1: -  전주 한옥마을: 전통 한옥 건물과 전통 문화를 경험할 수 있는 곳입니다. -  전주 향교: 조선시대 교육기관인 향교를 볼 수 있습니다. -  전주 남부시장:  전주 의... 	여자2명이서2박3일로  전주여행 질문 ... 2박 3일로  전주 를  여행 하신다면 다음과 같은 일정을 추천해드립니다. Day 1: -  전주 한옥마을: 전통 한옥 건물과 전통 문화를 경험할 수 있는 곳입니다. -  전주 향교: 조선시대 교육기관인 향교를 볼 수 있습니다. -  전주 남부시장:  전주 의... 
전주 여행	440	 전주 여행 코스	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=402381652&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=44&search_sort=0&spq=0	...  전주여행 일정에 질문자님께서 봐둔 곳 모두 반양하기에 시간상 무리가 있을 거 같아 꼭 가고 싶은 곳을 넣어 일정을 만들어 보았습니다. 1일차 가운데집(점심) - 전주한지박물관(관광) - 전주수목원(관광) - 오목대(관광) - 교동다윈... 	 전주 여행 코스 ...  전주여행 일정에 질문자님께서 봐둔 곳 모두 반양하기에 시간상 무리가 있을 거 같아 꼭 가고 싶은 곳을 넣어 일정을 만들어 보았습니다. 1일차 가운데집(점심) - 전주한지박물관(관광) - 전주수목원(관광) - 오목대(관광) - 교동다윈... 
전주 여행	441	 전주  혼자2박3일 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=224588034&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=45&search_sort=0&spq=0	... 아무래도 사람이 많으면 맛집같은곳에서 혼자못먹을것같아서 5월 중순은  전주 여행 을 즐기기 좋은 계절입니다. 하지만 현재는 코로나19로 인해 여행객이 줄어들고 있으므로 사람이 많지 않을 것으로 예상됩니다. 전주는 맛집이... 	 전주  혼자2박3일 여행  ... 아무래도 사람이 많으면 맛집같은곳에서 혼자못먹을것같아서 5월 중순은  전주 여행 을 즐기기 좋은 계절입니다. 하지만 현재는 코로나19로 인해 여행객이 줄어들고 있으므로 사람이 많지 않을 것으로 예상됩니다. 전주는 맛집이... 
전주 여행	442	 전주 로 휴가갈건데  여행 코스 추천해주세요	https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8110301&docId=450793606&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=46&search_sort=0&spq=0	... 위의 일정은 참고용으로 제시한 것이며, 여행 일정에 따라 조정할 수 있습니다. 또한, 음식점의 웨이팅 시간은 방문 시간과 요일에 따라 달라질 수 있으니 참고해주세요. 즐거운  전주 여행  되시길 바랍니다!	 전주 로 휴가갈건데  여행 코스 추천해주세요 ... 위의 일정은 참고용으로 제시한 것이며, 여행 일정에 따라 조정할 수 있습니다. 또한, 음식점의 웨이팅 시간은 방문 시간과 요일에 따라 달라질 수 있으니 참고해주세요. 즐거운  전주 여행  되시길 바랍니다!
전주 여행	443	 전주여행 ..	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=473332244&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=47&search_sort=0&spq=0	...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 전주는 대중교통이나 택시 이용하시는걸... 	 전주여행 .. ...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 전주는 대중교통이나 택시 이용하시는걸... 
전주 여행	444	 전주여행  갈만한곳(숙소/한옥마을게스트하우스)	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=230766988&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=48&search_sort=0&spq=0	안녕하세요 가족들과 함께  전주여행 을 가려고 합니다 한옥마을로 유명한  전주여행 을 꼭 한번 해보고 싶어했었는데 이번을 기회로 꼭 다녀와보려구요 전라도 음식이 맛있다고, 전주에 가면 전라도의 대표음식도 먹어볼뿐만 아니라 맛집도... 	 전주여행  갈만한곳(숙소/한옥마을게스트하우스) 안녕하세요 가족들과 함께  전주여행 을 가려고 합니다 한옥마을로 유명한  전주여행 을 꼭 한번 해보고 싶어했었는데 이번을 기회로 꼭 다녀와보려구요 전라도 음식이 맛있다고, 전주에 가면 전라도의 대표음식도 먹어볼뿐만 아니라 맛집도... 
전주 여행	445	 전주여행 코스 좀 짜주세요 ~	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=407277228&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=49&search_sort=0&spq=0	... 질문하신 [ 전주 여행 일정] 관련 답변 드리도록 하겠습니다. 친정 어머니와 딸과 다 함께 하는 여행! 듣기만 해도 설레네요^^ 아래 세 분께서 모두 즐길 수 있는 여행 일정을 준비해 보았어요. 참고해 보시고, 여행에 도움 되셨으면... 	 전주여행 코스 좀 짜주세요 ~ ... 질문하신 [ 전주 여행 일정] 관련 답변 드리도록 하겠습니다. 친정 어머니와 딸과 다 함께 하는 여행! 듣기만 해도 설레네요^^ 아래 세 분께서 모두 즐길 수 있는 여행 일정을 준비해 보았어요. 참고해 보시고, 여행에 도움 되셨으면... 
전주 여행	446	 전주  1박2일  여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=444409591&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=50&search_sort=0&spq=0	... 대둔산 케이블카 주말에 사람많겠죠?ㅠ 괜찮은 코스 추천해주세요^^  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문... 	 전주  1박2일  여행  ... 대둔산 케이블카 주말에 사람많겠죠?ㅠ 괜찮은 코스 추천해주세요^^  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문... 
전주 여행	447	 전주 여행 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=436440960&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=51&search_sort=0&spq=0	... 제가 이번달 16일에 친구 3명하고  전주 로  여행 을 가는데 궁금한 게 많아서요. 하나하나 답장해주시면 감사하겟습니다 1. 여수에서  전주  KTX 왕복 기차표값이 얼마인가요? 2. 중2들이  전주 가서 놀 게 뭐가 잇을까요? 3... 	 전주 여행  ... 제가 이번달 16일에 친구 3명하고  전주 로  여행 을 가는데 궁금한 게 많아서요. 하나하나 답장해주시면 감사하겟습니다 1. 여수에서  전주  KTX 왕복 기차표값이 얼마인가요? 2. 중2들이  전주 가서 놀 게 뭐가 잇을까요? 3... 
전주 여행	448	 전주 에  여행 가는데 오션뷰 카페 추천해주세요.	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=468083904&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=52&search_sort=0&spq=0	...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 아쉽게도 전주이는 바다가없어서... 	 전주 에  여행 가는데 오션뷰 카페 추천해주세요. ...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 아쉽게도 전주이는 바다가없어서... 
전주 여행	449	내일  전주  당일치기 부모님과  여행 을	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=451191859&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=53&search_sort=0&spq=0	...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 바다는 군산 새만금 돌아보시면... 	내일  전주  당일치기 부모님과  여행 을 ...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 바다는 군산 새만금 돌아보시면... 
전주 여행	450	 전주 여행 코스 짜주세요! 많이 급합니다..!	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=430866279&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=54&search_sort=0&spq=0	안녕하세요.가족 여행 으로  전주 에 놀러가려는데요. 당장 이번주 금요일에 가는데 어딜갈지 몰라서... 숙소는 라한호텔로 잡았고 한옥마을 쪽을 가고 싶은데 별로 걷지 않으면서 카페투어는 아닌  여행 코스 짜주실 수 있나요? 호캉스로... 	 전주 여행 코스 짜주세요! 많이 급합니다..! 안녕하세요.가족 여행 으로  전주 에 놀러가려는데요. 당장 이번주 금요일에 가는데 어딜갈지 몰라서... 숙소는 라한호텔로 잡았고 한옥마을 쪽을 가고 싶은데 별로 걷지 않으면서 카페투어는 아닌  여행 코스 짜주실 수 있나요? 호캉스로... 
전주 여행	451	 전주 여행 코스!!!	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=432706708&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=55&search_sort=0&spq=0	... 이미  전주여행 을 마치고 복귀하셨을 것 같네요. ^^ 저희도 지난주에 당일코스로 전주에 다녀왔는데요. 주말이라서 그런지 차들도 많고, 관광지에는 사람들도 많아서 생각처럼 많이 둘러보지 못해서 아쉽더라고요. 최소한 1박2일... 	 전주 여행 코스!!! ... 이미  전주여행 을 마치고 복귀하셨을 것 같네요. ^^ 저희도 지난주에 당일코스로 전주에 다녀왔는데요. 주말이라서 그런지 차들도 많고, 관광지에는 사람들도 많아서 생각처럼 많이 둘러보지 못해서 아쉽더라고요. 최소한 1박2일... 
전주 여행	452	 전주  당일치기  여행 을 가려고 하는데 질문이 있습니다	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=474638285&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=56&search_sort=0&spq=0	...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 기지제 산책 저녁에도 많이들 하셔서... 	 전주  당일치기  여행 을 가려고 하는데 질문이 있습니다 ...  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행 제주도가볼만한곳 여행 전문 인플루언서 전주달봉이입니다. 기지제 산책 저녁에도 많이들 하셔서... 
전주 여행	453	 전주여행  코스 좀 알려주세요	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=387443906&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=57&search_sort=0&spq=0	안녕하세요  전주 로 당일치기  여행 할껀데 코스 좀 짜주세요ㅠ  전주 동물원,  전주 한옥마을,  전주 수목원, 팔복예술공장,  전주 드림랜드 당일치기로 갈껀데 코스좀알려주세요 자가용으로 이동하신다면 아래와 같은 코스가 시간을 아낄 수... 	 전주여행  코스 좀 알려주세요 안녕하세요  전주 로 당일치기  여행 할껀데 코스 좀 짜주세요ㅠ  전주 동물원,  전주 한옥마을,  전주 수목원, 팔복예술공장,  전주 드림랜드 당일치기로 갈껀데 코스좀알려주세요 자가용으로 이동하신다면 아래와 같은 코스가 시간을 아낄 수... 
전주 여행	454	 전주 여행  코스 추천 좀	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=430018803&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=58&search_sort=0&spq=0	 전주 여행  코스 추천 좀 전주여수맛집  전주여행  여수여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 여행 인플루언서 전주달봉이입니다.  전주여행 코스는 대부분 한옥마을에서 시작을 합니다... 	 전주 여행  코스 추천 좀  전주 여행  코스 추천 좀 전주여수맛집  전주여행  여수여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 여행 인플루언서 전주달봉이입니다.  전주여행 코스는 대부분 한옥마을에서 시작을 합니다... 
전주 여행	455	 전주  1박2일  여행 코스 추천 및 조언해주세요	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=467438359&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=59&search_sort=0&spq=0	가고싶은곳 - 전주한옥마을 - 경기전 - 전주난장 - 전주국립박물관 - 전주동물원 이동수단 : 자동차  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행... 	 전주  1박2일  여행 코스 추천 및 조언해주세요 가고싶은곳 - 전주한옥마을 - 경기전 - 전주난장 - 전주국립박물관 - 전주동물원 이동수단 : 자동차  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스 전주가볼만한곳 여수여행 여수가볼만한곳 제주도여행... 
전주 여행	456	 전주 여행  비용	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90110&docId=389274491&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=60&search_sort=0&spq=0	안녕하세요  전주 로  여행 가려는 학생입니다 수원살고 있고요.. 2박3일~3박으로 3~4명이서 가려하는데.. 비용이 어느정도 나올까요? 수원에서  전주 까지는 자가용으로도 2시간 정도 걸리는 코스인데요, 대중교통으로 간다라면 조금 더... 	 전주 여행  비용 안녕하세요  전주 로  여행 가려는 학생입니다 수원살고 있고요.. 2박3일~3박으로 3~4명이서 가려하는데.. 비용이 어느정도 나올까요? 수원에서  전주 까지는 자가용으로도 2시간 정도 걸리는 코스인데요, 대중교통으로 간다라면 조금 더... 
전주 여행	457	 전주 여행  코스	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121305&docId=452031214&qb=7KCE7KO8IOyXrO2WiQ==&enc=utf8&section=kin.qna&rank=61&search_sort=0&spq=0	아침으로 전주 현대옥 본점 가서 먹고 점심으로는 전주 비빔소리를 가려고 하는데 현대옥과 비빔소리 중간에 어디 구경할 곳이나 갈만한 곳 없을까요  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스... 	 전주 여행  코스 아침으로 전주 현대옥 본점 가서 먹고 점심으로는 전주 비빔소리를 가려고 하는데 현대옥과 비빔소리 중간에 어디 구경할 곳이나 갈만한 곳 없을까요  전주여행  전주맛집 국내여행 전주달봉이 달봉티비  전주여행 코스... 
